398565 -5.6051972388778646 4.25008291868734372E-3
398745 -5.5305387671100164 1.12609446927871421E-2
398925 -5.5855815127535662 -2.09146562574316491E-2
399105 -5.611166964659918 -7.56893534764605663E-3
399285 -5.6208953653843841 3.7216380529894566E-2
399465 -5.6393153565526193 6.53151759263863665E-3
399645 -5.6053356769295331 4.4267772659819099E-3
399825 -5.545264227355057 3.52478702004798555E-3
400005 -5.5591360725522607 5.10416984867385209E-3
400185 -5.5531546610110638 -2.39555817103840468E-3
400365 -5.6175184905849767 5.403780813649256E-3
400545 -5.5821466494095242 -6.01946909521861029E-3
400725 -5.6196682068777797 -6.13415336185139937E-3
400905 -5.652723991723196 -4.23548043962990867E-3
401085 -5.372371993813319 1.69924224085193851E-2
401265 -5.3647505204915626 1.74105566480871263E-2
401445 -5.2577515543199631 -2.27113337981849073E-3
401625 -5.2966147866155726 -1.12637859876516672E-3
401805 -5.2695941430447366 -1.63673018086053501E-2
401985 -5.3579142206066814 2.08762372904011673E-3
402165 -5.6389995177719348 8.1519672509422457E-3
402345 -5.6464654099433398 1.46687040877926007E-2
402525 -5.6039379465287507 1.42129023750697768E-2
402705 -5.6491338982046777 5.63514165768796288E-3
402885 -5.6865092835456741 1.78205140992998903E-2
403065 -5.7057969193885132 5.77496529075890996E-3
403245 -5.6455147753641297 -5.97669201658437843E-3
403425 -5.6089117351220752 2.37098240797191384E-3
403605 -5.6658516321810328 1.1539967150456347E-2
403785 -5.6512381988591542 5.45226181233108773E-3
403965 -5.6600502684286118 -2.46700704444588609E-2
404145 -5.6484038499681457 8.33893857482834178E-3
404325 -5.6814270346510654 -6.22275730231006824E-3
404505 -5.674594944216989 1.30180111215436392E-2
404685 -5.6565424795962747 3.66405522317790958E-2
404865 -5.579415401326095 -2.1901234138678588E-3
405045 -5.5645086941825808 6.61003209708951531E-3
405225 -5.6396818343111681 -5.5456736194674297E-3
405405 -5.6456943241174855 -7.50442955173863391E-3
405585 -5.6643195780394651 -5.48637306321945323E-3
405765 -5.622724081697644 1.09992041576673014E-2
405945 -5.6190800858411247 1.40502552743604417E-2
406125 -5.627349303878332 7.52749352356534354E-3
406305 -5.5622037023956263 -1.12921723559769177E-2
406485 -5.339402408359903 2.75323484497890167E-2
406665 -5.5713678241117544 4.32901297575561533E-3
406845 -5.5673472152037711 -2.94937591781567754E-2
407025 -5.5654119711865428 5.21163850802953271E-3
407205 -5.5903920621732972 1.45491983555427612E-2
407385 -5.5555761784662412 3.737589916526389E-3
407565 -5.5381502062076953 -1.54898624010900779E-2
407745 -5.5943564344364978 -7.3269692822221788E-3
407925 -5.582094632083515 -1.71546260785407079E-2
408105 -5.6360125380457466 4.89110650022901022E-3
408285 -5.6526457782335076 -1.90165565271884565E-2
408465 -5.6634792651078802 1.22797347935500491E-2
408645 -5.6662282827534725 -2.93316773384934282E-4
408825 -5.7036303799773567 1.60464665886417453E-2
409005 -5.5884233833241135 8.7954191975846592E-3
409185 -5.516112249158347 2.81873636310893058E-2
409365 -5.5901439612790442 1.22863925754281463E-2
409545 -5.5593351536740796 2.4350096269987645E-2
409725 -5.5977667657034234 -9.03329236087566795E-3
409905 -5.5988671388376838 1.88076461238591078E-2
410085 -5.6162475590205458 2.15638686125178558E-2
410265 -5.6636721389377183 6.57216409080891434E-3
410445 -5.6505120101759463 1.52345067102507142E-3
410625 -5.7172263037878999 1.8047391645574961E-2
410805 -5.6432350258007329 -6.93943378829858099E-3
410985 -5.6296539361367079 -5.32807173871285844E-3
411165 -5.6296937832327911 4.87786740486452486E-3
411345 -5.5832835288210445 3.21691346963128705E-3
411525 -5.5269328771741391 -9.00255958245437665E-3
411705 -5.6230631503205464 -2.85132969040525347E-2
411885 -5.6544483319228505 1.52750543429398984E-2
412065 -5.6310075144049305 2.10976475036238967E-2
412245 -5.5887672295563524 1.25510761162453896E-2
412425 -5.6251018823437891 -1.95622823476405278E-2
412605 -5.6505025356155816 5.32231232435023682E-4
412785 -5.5906189008454543 5.18656320746904709E-3
412965 -5.6527492889244044 -8.74377241948141176E-3
413145 -5.5917148610427843 -1.02443740910082987E-2
413325 -5.6428251933743896 4.71814585552847096E-3
413505 -5.6380405978050563 1.32783821281112456E-2
413685 -5.6226881920889973 2.62576823100504862E-2
413865 -5.6196847857067027 -8.48807018872291263E-3
414045 -5.5915282061612768 1.27449038005835596E-3
414225 -5.592859947873003 -5.70511511861635651E-3
414405 -5.5733801219532513 -2.086485456722037E-2
414585 -5.6006780544873873 3.55424513006515758E-3
414765 -5.5623674257525542 3.43019923941323482E-2
414945 -5.5920097398347677 4.99151944914753495E-3
415125 -5.6133116571546706 9.09904178146139775E-4
415305 -5.6676400225606844 1.36952774357662621E-3
415485 -5.5589030639927159 -1.69968582868808629E-2
415665 -5.6022306114925735 -1.65889773166053023E-3
415845 -5.5501628806028016 -9.32589474717012562E-3
416025 -5.5056427869219933 -2.20272116530900175E-2
416205 -5.567003181558678 -1.27161297581646279E-2
416385 -5.6026466718084675 4.44399155312158456E-3
416565 -5.5861510086261266 -9.28918552334533076E-4
416745 -5.5692050042748766 2.03579564300798849E-2
416925 -5.6033458721053107 -5.80121414584738176E-3
417105 -5.6664306457400864 8.15322376778915628E-3
417285 -5.6656626191939399 7.70110892014928133E-3
417465 -5.6644304790381446 2.07265199634758257E-2
417645 -5.5778879800567216 -8.15255929831168458E-3
417825 -5.5741518711984614 -1.50303915073857416E-2
418005 -5.5112252504876738 2.83632392867594341E-3
418185 -5.5402577476592443 5.45189732780347255E-3
418365 -5.5638616975756339 -9.74525554617717421E-3
418545 -5.6383635592693908 1.02666574974420166E-2
418725 -5.3651899989312346 5.25702600436422571E-3
418905 -5.3708592311540828 -2.81853247651477484E-2
419085 -5.3557103338350691 1.50717582205141948E-3
419265 -5.3281396575337752 -1.60201722690499412E-2
419445 -5.6609727019782774 1.81101259457389085E-4
419625 -5.6450176141176254 -6.21837878080903905E-3
419805 -5.5953199235512985 -5.99393846750071596E-3
419985 -5.6411636954025743 -2.16669025630685103E-2
420165 -5.5854089170443482 1.96123335508450181E-2
420345 -5.5703785425830405 -2.14989916565371461E-2
420525 -5.6373107656172516 -2.27154288571177962E-2
420705 -5.6006395851841697 -3.73821312035873959E-2
420885 -5.6603790819253392 -1.62878467230690507E-2
421065 -5.6808077970997424 -1.05132931930017465E-2
421245 -5.5911032386803994 9.58701241716782004E-3
421425 -5.6104823430976154 -6.27593927476734897E-3
421605 -5.5494454093251235 6.06007723964656006E-3
421785 -5.297501558116565 2.07794241613605372E-2
421965 -5.2968087181487169 -1.63729733175075193E-2
422145 -5.3371921189705338 -1.49206491094539956E-2
422325 -5.2879286545251016 -5.79819863490846354E-3
422505 -5.7185075170210062 1.86996481625102615E-2
422685 -5.7087623839341957 -2.04776637657189259E-2
422865 -5.6567598486535244 1.42006551340356085E-2
423045 -5.6743262963262335 -2.98513258210005433E-2
423225 -5.6748319119331123 1.59285168948326908E-2
423405 -5.6595732775045411 7.78212513518071469E-3
