  4.4666667e+000	  5.3897023e+001	
  4.5000000e+000	  5.3412701e+001	
  4.5333333e+000	  5.2926829e+001	
  4.5666667e+000	  5.2440042e+001	
  4.6000000e+000	  5.1953851e+001	
  4.6333333e+000	  5.1465807e+001	
  4.6666667e+000	  5.0978223e+001	
  4.7000000e+000	  5.0489676e+001	
  4.7333333e+000	  4.9999677e+001	
  4.7666667e+000	  4.9510322e+001	
  4.8000000e+000	  4.9019855e+001	
  4.8333333e+000	  4.8529032e+001	
  4.8666667e+000	  4.8037676e+001	
  4.9000000e+000	  4.7546230e+001	
  4.9333333e+000	  4.7053414e+001	
  4.9666667e+000	  4.6561172e+001	
  5.0000000e+000	  4.6068074e+001	
  5.0333333e+000	  4.5574220e+001	
  5.0666667e+000	  4.5079789e+001	
  5.1000000e+000	  4.4585429e+001	
  5.1333333e+000	  4.4090753e+001	
  5.1666667e+000	  4.3595558e+001	
  5.2000000e+000	  4.3099338e+001	
  5.2333333e+000	  4.2602869e+001	
  5.2666667e+000	  4.2106353e+001	
  5.3000000e+000	  4.1609467e+001	
  5.3333333e+000	  4.1112738e+001	
  5.3666667e+000	  4.0614226e+001	
  5.4000000e+000	  4.0116259e+001	
  5.4333333e+000	  3.9618068e+001	
  5.4666667e+000	  3.9119664e+001	
  5.5000000e+000	  3.8619690e+001	
  5.5333333e+000	  3.8121133e+001	
  5.5666667e+000	  3.7621149e+001	
  5.6000000e+000	  3.7120851e+001	
  5.6333333e+000	  3.6620226e+001	
  5.6666667e+000	  3.6119565e+001	
  5.7000000e+000	  3.5619004e+001	
  5.7333333e+000	  3.5117805e+001	
  5.7666667e+000	  3.4615564e+001	
  5.8000000e+000	  3.4113736e+001	
  5.8333333e+000	  3.3611262e+001	
  5.8666667e+000	  3.3109081e+001	
  5.9000000e+000	  3.2606555e+001	
  5.9333333e+000	  3.2103911e+001	
  5.9666667e+000	  3.1600354e+001	
  6.0000000e+000	  3.1096971e+001	
  6.0333333e+000	  3.0593908e+001	
  6.0666667e+000	  3.0089536e+001	
  6.1000000e+000	  2.9585461e+001	
  6.1333333e+000	  2.9081160e+001	
  6.1666667e+000	  2.8575934e+001	
  6.2000000e+000	  2.8072059e+001	
  6.2333333e+000	  2.7567016e+001	
  6.2666667e+000	  2.7061526e+001	
  6.3000000e+000	  2.6555511e+001	
  6.3333333e+000	  2.6050497e+001	
  6.3666667e+000	  2.5544929e+001	
  6.4000000e+000	  2.5038296e+001	
  6.4333333e+000	  2.4531814e+001	
